### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Tue Sep 19 07:41:48 2006
Levelengine_version 1


Music land/cave_2.ogg
Background_color_1 80 80 80
Background_color_2 20 20 20


Player 113 174
camera_limits 0 0 20000 -4000
Sprite pipes/blue/ver.png -28 2964 MASSIVE
Sprite pipes/blue/ver.png -28 3014 MASSIVE
Sprite pipes/blue/ver.png -28 3064 MASSIVE
Sprite ground/sand_1/ground/down.png 4072 1484 MASSIVE
Sprite ground/sand_1/ground/down.png 4017 1484 MASSIVE
Sprite ground/sand_1/ground/down.png 3962 1484 MASSIVE
Sprite ground/sand_1/ground/down.png 3907 1484 MASSIVE
Sprite ground/sand_1/ground/down.png 3852 1484 MASSIVE
Sprite ground/sand_1/ground/down.png 3797 1484 MASSIVE
Sprite ground/sand_1/ground/down.png 3742 1484 MASSIVE
Sprite ground/sand_1/ground/down.png 3687 1484 MASSIVE
Sprite ground/sand_1/ground/down.png 3632 1484 MASSIVE
Sprite ground/sand_1/ground/left_up.png 3577 1539 MASSIVE
Sprite ground/sand_1/ground/left_down.png 3577 1484 MASSIVE
Sprite ground/sand_1/ground/up.png 3439 2401 MASSIVE
Sprite ground/sand_1/ground/down.png 3439 2346 MASSIVE
Sprite ground/sand_1/ground/right_up.png 3494 2401 MASSIVE
Sprite ground/sand_1/ground/right_down.png 3494 2346 MASSIVE
Sprite ground/sand_1/ground/up.png 3384 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 3329 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 3274 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 3219 2401 MASSIVE
Sprite ground/sand_1/ground/down.png 3384 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 3329 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 3274 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 3219 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 3164 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 3109 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 3054 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 2999 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 2944 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 2889 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 2834 2346 MASSIVE
Sprite ground/sand_1/ground/down.png 2779 2346 MASSIVE
Sprite ground/sand_1/ground/up.png 3164 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 3109 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 3054 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 2999 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 2944 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 2889 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 2834 2401 MASSIVE
Sprite ground/sand_1/ground/up.png 2779 2401 MASSIVE
Sprite ground/sand_1/ground/left_up.png 2724 2401 MASSIVE
Sprite ground/sand_1/ground/left_down.png 2724 2346 MASSIVE
Sprite ground/sand_1/ground/left_down.png 2559 2016 MASSIVE
Sprite ground/sand_1/ground/up.png 2614 2071 MASSIVE
Sprite ground/sand_1/ground/down.png 2614 2016 MASSIVE
Sprite ground/sand_1/ground/up.png 2669 2071 MASSIVE
Sprite ground/sand_1/ground/up.png 2724 2071 MASSIVE
Sprite ground/sand_1/ground/down.png 2669 2016 MASSIVE
Sprite ground/sand_1/ground/down.png 2724 2016 MASSIVE
Sprite ground/sand_1/ground/right_up.png 2779 2071 MASSIVE
Sprite ground/sand_1/ground/right_down.png 2779 2016 MASSIVE
Sprite ground/sand_1/ground/left_up.png 2559 2071 MASSIVE
Sprite ground/sand_1/ground/left_up.png 1954 1906 MASSIVE
Sprite ground/sand_1/ground/up.png 2009 1906 MASSIVE
Sprite ground/sand_1/ground/left_down.png 1954 1851 MASSIVE
Sprite ground/sand_1/ground/down.png 2009 1851 MASSIVE
Sprite ground/sand_1/ground/right_up.png 2229 1906 MASSIVE
Sprite ground/sand_1/ground/right_down.png 2229 1851 MASSIVE
Sprite ground/sand_1/ground/up.png 2064 1906 MASSIVE
Sprite ground/sand_1/ground/up.png 2119 1906 MASSIVE
Sprite ground/sand_1/ground/up.png 2174 1906 MASSIVE
Sprite ground/sand_1/ground/down.png 2064 1851 MASSIVE
Sprite ground/sand_1/ground/down.png 2119 1851 MASSIVE
Sprite ground/sand_1/ground/down.png 2174 1851 MASSIVE
Sprite ground/sand_1/ground/right_up.png 1624 2016 MASSIVE
Sprite ground/sand_1/ground/down.png 1569 1961 MASSIVE
Sprite ground/sand_1/ground/right_down.png 1624 1961 MASSIVE
Sprite ground/sand_1/ground/up.png 1569 2016 MASSIVE
Sprite ground/sand_1/ground/up.png 1514 2016 MASSIVE
Sprite ground/sand_1/ground/up.png 1459 2016 MASSIVE
Sprite ground/sand_1/ground/down.png 1514 1961 MASSIVE
Sprite ground/sand_1/ground/down.png 1459 1961 MASSIVE
Sprite ground/sand_1/ground/left_up.png 1404 2016 MASSIVE
Sprite ground/sand_1/ground/left_down.png 1404 1961 MASSIVE
Sprite ground/sand_1/ground/right_down.png 1074 2071 MASSIVE
Sprite ground/sand_1/ground/right_up.png 1074 2126 MASSIVE
Sprite ground/sand_1/ground/up.png 1019 2126 MASSIVE
Sprite ground/sand_1/ground/down.png 1019 2071 MASSIVE
Sprite ground/sand_1/ground/left_up.png 854 2126 MASSIVE
Sprite ground/sand_1/ground/left_down.png 854 2071 MASSIVE
Sprite ground/sand_1/ground/up.png 964 2126 MASSIVE
Sprite ground/sand_1/ground/up.png 909 2126 MASSIVE
Sprite ground/sand_1/ground/down.png 964 2071 MASSIVE
Sprite ground/sand_1/ground/down.png 909 2071 MASSIVE
Sprite ground/sand_1/ground/right_up.png 524 2181 MASSIVE
Sprite ground/sand_1/ground/up.png 469 2181 MASSIVE
Sprite ground/sand_1/ground/up.png 414 2181 MASSIVE
Sprite ground/sand_1/ground/up.png 359 2181 MASSIVE
Sprite ground/sand_1/ground/left_up.png 304 2181 MASSIVE
Sprite ground/sand_1/ground/right_down.png 524 2126 MASSIVE
Sprite ground/sand_1/ground/down.png 469 2126 MASSIVE
Sprite ground/sand_1/ground/down.png 414 2126 MASSIVE
Sprite ground/sand_1/ground/down.png 359 2126 MASSIVE
Sprite ground/sand_1/ground/left_down.png 304 2126 MASSIVE
Sprite pipes/blue/ver.png -28 3114 MASSIVE
Sprite pipes/blue/ver.png -28 3164 MASSIVE
Sprite pipes/blue/ver.png -28 3214 MASSIVE
Sprite pipes/blue/ver.png -28 3264 MASSIVE
Sprite pipes/blue/ver.png -28 3314 MASSIVE
Sprite pipes/blue/ver.png -28 3364 MASSIVE
Sprite pipes/blue/ver.png -28 3414 MASSIVE
Sprite pipes/blue/ver.png -28 3464 MASSIVE
Sprite pipes/blue/ver.png -28 3514 MASSIVE
Sprite pipes/blue/ver.png -28 3564 MASSIVE
Sprite pipes/blue/ver.png -28 3614 MASSIVE
Sprite pipes/blue/ver.png -28 3664 MASSIVE
Sprite pipes/blue/ver.png -28 3714 MASSIVE
Sprite pipes/blue/ver.png -28 3764 MASSIVE
Sprite pipes/blue/ver.png -28 3814 MASSIVE
Sprite pipes/blue/ver.png -28 3864 MASSIVE
Sprite pipes/blue/ver.png -28 3914 MASSIVE
Sprite pipes/blue/ver.png -28 3964 MASSIVE
Sprite pipes/blue/ver.png -28 4014 MASSIVE
Sprite pipes/blue/ver.png -28 4064 MASSIVE
Sprite pipes/blue/ver.png -28 4114 MASSIVE
Sprite pipes/blue/ver.png -28 4164 MASSIVE
Sprite pipes/blue/ver.png -28 4214 MASSIVE
Sprite pipes/blue/ver.png -28 4264 MASSIVE
Sprite pipes/blue/ver.png -28 4314 MASSIVE
Sprite pipes/blue/ver.png -28 4364 MASSIVE
Sprite pipes/blue/ver.png -28 4414 MASSIVE
Sprite pipes/blue/ver.png -28 4464 MASSIVE
Sprite pipes/blue/ver.png -28 4514 MASSIVE
Sprite pipes/blue/ver.png -28 4564 MASSIVE
Sprite pipes/blue/ver.png -28 4614 MASSIVE
Sprite pipes/blue/ver.png -28 4664 MASSIVE
Sprite pipes/blue/ver.png -28 4714 MASSIVE
Sprite pipes/blue/ver.png -28 4764 MASSIVE
Sprite pipes/blue/ver.png -28 4814 MASSIVE
Sprite pipes/blue/ver.png -28 4864 MASSIVE
Sprite pipes/blue/ver.png -28 4914 MASSIVE
Sprite pipes/blue/ver.png -28 4964 MASSIVE
Sprite pipes/blue/ver.png -28 5014 MASSIVE
Sprite pipes/blue/ver.png -28 5064 MASSIVE
Sprite pipes/blue/ver.png -28 5114 MASSIVE
Sprite pipes/blue/ver.png -28 5164 MASSIVE
Sprite pipes/blue/ver.png -28 5214 MASSIVE
Sprite pipes/blue/ver.png -28 5264 MASSIVE
Sprite pipes/blue/ver.png -28 5314 MASSIVE
Sprite pipes/blue/ver.png -28 5364 MASSIVE
Sprite pipes/blue/ver.png -28 5414 MASSIVE
Sprite pipes/blue/ver.png -28 5464 MASSIVE
Sprite pipes/blue/ver.png -28 5514 MASSIVE
Sprite pipes/blue/ver.png -28 5564 MASSIVE
Sprite pipes/blue/ver.png -28 5614 MASSIVE
Sprite ground/sand_1/ground/left_up.png 402 3131 MASSIVE
Sprite ground/sand_1/ground/right_up.png 622 3131 MASSIVE
Sprite ground/sand_1/ground/left_down.png 402 3077 MASSIVE
Sprite ground/sand_1/ground/right_down.png 622 3076 MASSIVE
Sprite ground/sand_1/ground/down.png 457 3076 MASSIVE
Sprite ground/sand_1/ground/up.png 457 3131 MASSIVE
Sprite ground/sand_1/ground/up.png 512 3131 MASSIVE
Sprite ground/sand_1/ground/up.png 567 3131 MASSIVE
Sprite ground/sand_1/ground/down.png 512 3076 MASSIVE
Sprite ground/sand_1/ground/down.png 567 3076 MASSIVE
Sprite ground/sand_1/ground/left_down.png 897 3186 MASSIVE
Sprite ground/sand_1/ground/up.png 952 3241 MASSIVE
Sprite ground/sand_1/ground/down.png 952 3186 MASSIVE
Sprite ground/sand_1/ground/up.png 1007 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1062 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1117 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1172 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1227 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1282 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1337 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1392 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1447 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1502 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1557 3241 MASSIVE
Sprite ground/sand_1/ground/down.png 1007 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1062 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1117 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1172 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1227 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1282 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1337 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1392 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1447 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1502 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1557 3186 MASSIVE
Sprite ground/sand_1/ground/right_down.png 1832 3186 MASSIVE
Sprite ground/sand_1/ground/right_up.png 1832 3241 MASSIVE
Sprite ground/sand_1/ground/down.png 1612 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1667 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1722 3186 MASSIVE
Sprite ground/sand_1/ground/down.png 1777 3186 MASSIVE
Sprite ground/sand_1/ground/up.png 1612 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1667 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1722 3241 MASSIVE
Sprite ground/sand_1/ground/up.png 1777 3241 MASSIVE
Sprite ground/sand_1/ground/left.png 1612 3406 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3296 MASSIVE
Sprite ground/sand_1/ground/left_up.png 1612 3461 MASSIVE
Sprite ground/sand_1/ground/right_up.png 1832 3461 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3351 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3406 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3516 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3571 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3626 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3681 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3736 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3791 MASSIVE
Sprite ground/sand_1/ground/up.png 1777 3461 MASSIVE
Sprite ground/sand_1/ground/up.png 1722 3461 MASSIVE
Sprite ground/sand_1/ground/up.png 1667 3461 MASSIVE
Sprite ground/sand_1/ground/left.png 1612 3351 MASSIVE
Sprite ground/sand_1/ground/left.png 1612 3296 MASSIVE
Sprite ground/sand_1/ground/left.png 1777 3516 MASSIVE
Sprite ground/sand_1/ground/left.png 1777 3571 MASSIVE
Sprite ground/sand_1/ground/left.png 1777 3626 MASSIVE
Sprite ground/sand_1/ground/left.png 1777 3681 MASSIVE
Sprite ground/sand_1/ground/left.png 1777 3736 MASSIVE
Sprite ground/sand_1/ground/left.png 1777 3791 MASSIVE
Sprite ground/sand_1/ground/left_down.png 897 3626 MASSIVE
Sprite ground/sand_1/ground/left_up.png 897 3241 MASSIVE
Sprite ground/sand_1/ground/down.png 952 3626 MASSIVE
Sprite ground/sand_1/ground/down.png 1007 3626 MASSIVE
Sprite ground/sand_1/ground/down.png 1062 3626 MASSIVE
Sprite ground/sand_1/ground/down.png 1117 3626 MASSIVE
Sprite ground/sand_1/ground/down.png 1172 3626 MASSIVE
Sprite ground/sand_1/ground/down.png 1227 3626 MASSIVE
Sprite ground/sand_1/ground/down.png 1282 3626 MASSIVE
Sprite ground/sand_1/ground/down.png 1337 3626 MASSIVE
Sprite ground/sand_1/ground/down.png 1392 3626 MASSIVE
Sprite ground/sand_1/ground/down.png 1447 3626 MASSIVE
Sprite ground/sand_1/ground/right_down.png 1502 3626 MASSIVE
Sprite ground/sand_1/ground/right_up.png 1502 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 1447 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 1392 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 1337 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 1282 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 1227 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 1172 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 1117 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 1062 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 1007 3681 MASSIVE
Sprite ground/sand_1/ground/up.png 952 3681 MASSIVE
Sprite ground/sand_1/ground/left_up.png 897 3681 MASSIVE
Sprite ground/sand_1/ground/right.png 952 3736 MASSIVE
Sprite ground/sand_1/ground/left.png 897 3736 MASSIVE
Sprite ground/sand_1/ground/left.png 897 3791 MASSIVE
Sprite ground/sand_1/ground/left.png 897 3846 MASSIVE
Sprite ground/sand_1/ground/left.png 897 3901 MASSIVE
Sprite ground/sand_1/ground/left.png 897 3956 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4011 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4066 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4121 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4176 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4231 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4286 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4341 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4396 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4451 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4506 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4561 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4616 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4671 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4726 MASSIVE
Sprite ground/sand_1/ground/right.png 952 3791 MASSIVE
Sprite ground/sand_1/ground/right.png 952 3846 MASSIVE
Sprite ground/sand_1/ground/right.png 952 3901 MASSIVE
Sprite ground/sand_1/ground/right.png 952 3956 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4011 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4066 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4121 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4176 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4231 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4286 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4341 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4396 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4451 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4506 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4561 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4616 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4671 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4726 MASSIVE
Sprite ground/sand_1/ground/left_up.png 1777 4011 MASSIVE
Sprite ground/sand_1/ground/right_up.png 1832 4011 MASSIVE
Sprite ground/sand_1/ground/left.png 1777 3846 MASSIVE
Sprite ground/sand_1/ground/left.png 1777 3901 MASSIVE
Sprite ground/sand_1/ground/left.png 1777 3956 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3846 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3901 MASSIVE
Sprite ground/sand_1/ground/right.png 1832 3956 MASSIVE
Sprite ground/sand_1/ground/up.png 1722 4011 MASSIVE
Sprite ground/sand_1/ground/down.png 1722 3956 MASSIVE
Sprite ground/sand_1/ground/up.png 1667 4011 MASSIVE
Sprite ground/sand_1/ground/up.png 1612 4011 MASSIVE
Sprite ground/sand_1/ground/up.png 1557 4011 MASSIVE
Sprite ground/sand_1/ground/up.png 1502 4011 MASSIVE
Sprite ground/sand_1/ground/up.png 1447 4011 MASSIVE
Sprite ground/sand_1/ground/up.png 1392 4011 MASSIVE
Sprite ground/sand_1/ground/up.png 1337 4011 MASSIVE
Sprite ground/sand_1/ground/up.png 1282 4011 MASSIVE
Sprite ground/sand_1/ground/up.png 1227 4011 MASSIVE
Sprite ground/sand_1/ground/down.png 1667 3956 MASSIVE
Sprite ground/sand_1/ground/down.png 1612 3956 MASSIVE
Sprite ground/sand_1/ground/down.png 1557 3956 MASSIVE
Sprite ground/sand_1/ground/down.png 1502 3956 MASSIVE
Sprite ground/sand_1/ground/down.png 1447 3956 MASSIVE
Sprite ground/sand_1/ground/down.png 1392 3956 MASSIVE
Sprite ground/sand_1/ground/down.png 1337 3956 MASSIVE
Sprite ground/sand_1/ground/down.png 1282 3956 MASSIVE
Sprite ground/sand_1/ground/down.png 1227 3956 MASSIVE
Sprite ground/sand_1/ground/left_up.png 1172 4011 MASSIVE
Sprite ground/sand_1/ground/left_down.png 1172 3956 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4781 MASSIVE
Sprite ground/sand_1/ground/right.png 952 4836 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4781 MASSIVE
Sprite ground/sand_1/ground/left.png 897 4836 MASSIVE
Sprite blocks/stone/1.png 1007 3768 MASSIVE
Sprite blocks/stone/1.png 1007 3812 MASSIVE
Sprite blocks/stone/1.png 2162 4011 MASSIVE
Sprite blocks/stone/1.png 2250 4011 MASSIVE
Sprite blocks/stone/1.png 2206 4011 MASSIVE
Sprite blocks/stone/1.png 2514 4011 MASSIVE
Sprite blocks/stone/1.png 2558 4011 MASSIVE
Sprite blocks/stone/1.png 2602 4011 MASSIVE
Sprite blocks/stone/1.png 2866 4011 MASSIVE
Sprite blocks/stone/1.png 2910 4011 MASSIVE
Sprite blocks/stone/1.png 2954 4011 MASSIVE
Sprite blocks/stone/1.png 3218 4011 MASSIVE
Sprite blocks/stone/1.png 3262 4011 MASSIVE
Sprite ground/sand_1/ground/left_up.png 3594 3927 MASSIVE
Sprite ground/sand_1/ground/left_down.png 3594 3872 MASSIVE
Sprite ground/sand_1/ground/up.png 3649 3927 MASSIVE
Sprite ground/sand_1/ground/down.png 3649 3872 MASSIVE
Sprite ground/sand_1/ground/up.png 3704 3927 MASSIVE
Sprite ground/sand_1/ground/up.png 3759 3927 MASSIVE
Sprite ground/sand_1/ground/up.png 3814 3927 MASSIVE
Sprite ground/sand_1/ground/up.png 3869 3927 MASSIVE
Sprite ground/sand_1/ground/up.png 3924 3927 MASSIVE
Sprite ground/sand_1/ground/up.png 3979 3927 MASSIVE
Sprite ground/sand_1/ground/up.png 4034 3927 MASSIVE
Sprite ground/sand_1/ground/up.png 4089 3927 MASSIVE
Sprite ground/sand_1/ground/down.png 3704 3872 MASSIVE
Sprite ground/sand_1/ground/down.png 3759 3872 MASSIVE
Sprite ground/sand_1/ground/down.png 3814 3872 MASSIVE
Sprite ground/sand_1/ground/down.png 3869 3872 MASSIVE
Sprite ground/sand_1/ground/down.png 3924 3872 MASSIVE
Sprite ground/sand_1/ground/down.png 3979 3872 MASSIVE
Sprite ground/sand_1/ground/down.png 4034 3872 MASSIVE
Sprite ground/sand_1/ground/down.png 4089 3872 MASSIVE
Sprite ground/sand_1/ground/down.png 4144 3872 MASSIVE
Sprite ground/sand_1/ground/up.png 4144 3927 MASSIVE
Sprite ground/sand_1/ground/right_up.png 4199 3927 MASSIVE
Sprite ground/sand_1/ground/right_down.png 4199 3872 MASSIVE
Sprite blocks/stone/1.png 4011 4147 MASSIVE
Sprite blocks/stone/1.png 3967 4147 MASSIVE
Sprite blocks/stone/1.png 3923 4147 MASSIVE
Sprite blocks/stone/1.png 3879 4147 MASSIVE
Sprite blocks/stone/1.png 3835 4147 MASSIVE
Sprite blocks/stone/1.png 4529 4013 MASSIVE
Sprite blocks/stone/1.png 4573 4013 MASSIVE
Sprite blocks/stone/1.png 4617 4013 MASSIVE
Sprite blocks/stone/1.png 4881 4013 MASSIVE
Sprite blocks/stone/1.png 4925 4013 MASSIVE
Sprite blocks/stone/1.png 4969 4013 MASSIVE
Sprite blocks/stone/1.png 5233 4013 MASSIVE
Sprite blocks/stone/1.png 5277 4013 MASSIVE
Sprite blocks/stone/1.png 5321 4013 MASSIVE
Sprite blocks/stone/1.png 5365 4101 MASSIVE
Sprite blocks/stone/1.png 5409 4101 MASSIVE
Sprite blocks/stone/1.png 5453 4101 MASSIVE
Sprite blocks/stone/1.png 5497 4189 MASSIVE
Sprite blocks/stone/1.png 5541 4189 MASSIVE
Sprite blocks/stone/1.png 5585 4189 MASSIVE
Sprite blocks/stone/1.png 5629 4277 MASSIVE
Sprite blocks/stone/1.png 5673 4277 MASSIVE
Sprite blocks/stone/1.png 5717 4277 MASSIVE
Sprite blocks/stone/1.png 5761 4365 MASSIVE
Sprite blocks/stone/1.png 5805 4365 MASSIVE
Sprite blocks/stone/1.png 5849 4365 MASSIVE
Sprite blocks/stone/1.png 5937 4453 MASSIVE
Sprite blocks/stone/1.png 5981 4453 MASSIVE
Sprite blocks/stone/1.png 5893 4365 MASSIVE
Sprite blocks/stone/1.png 6025 4453 MASSIVE
Sprite blocks/stone/1.png 6113 4101 MASSIVE
Sprite blocks/stone/1.png 6069 3925 MASSIVE
Sprite blocks/stone/1.png 6113 3749 MASSIVE
Sprite blocks/stone/1.png 6069 3573 MASSIVE
Sprite blocks/stone/1.png 6113 3573 MASSIVE
Sprite blocks/stone/1.png 6157 3573 MASSIVE
Sprite blocks/stone/1.png 6201 3573 MASSIVE
Sprite blocks/stone/1.png 6245 3573 MASSIVE
Sprite blocks/stone/1.png 6289 3573 MASSIVE
Sprite blocks/stone/1.png 6333 3573 MASSIVE
Sprite blocks/stone/1.png 6377 3573 MASSIVE
Sprite blocks/stone/1.png 6421 3573 MASSIVE
Sprite blocks/stone/1.png 6465 3573 MASSIVE
Sprite blocks/stone/1.png 6685 3573 MASSIVE
Sprite blocks/stone/1.png 6729 3573 MASSIVE
Sprite blocks/stone/1.png 7037 3441 MASSIVE
Sprite blocks/stone/1.png 7081 3441 MASSIVE
Sprite blocks/stone/1.png 7389 3309 MASSIVE
Sprite blocks/stone/1.png 7433 3309 MASSIVE
Sprite blocks/stone/1.png 6773 3573 MASSIVE
Sprite blocks/stone/1.png 7125 3441 MASSIVE
Sprite blocks/stone/1.png 7477 3309 MASSIVE
Sprite blocks/stone/1.png 7785 3177 MASSIVE
Sprite blocks/stone/1.png 7829 3177 MASSIVE
Sprite blocks/stone/1.png 7873 3177 MASSIVE
Sprite ground/sand_1/ground/left_up.png 8084 3310 MASSIVE
Sprite ground/sand_1/ground/left_down.png 8084 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8139 3310 MASSIVE
Sprite ground/sand_1/ground/down.png 8139 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8194 3310 MASSIVE
Sprite ground/sand_1/ground/up.png 8249 3310 MASSIVE
Sprite ground/sand_1/ground/up.png 8304 3310 MASSIVE
Sprite ground/sand_1/ground/up.png 8359 3310 MASSIVE
Sprite ground/sand_1/ground/up.png 8414 3310 MASSIVE
Sprite ground/sand_1/ground/down.png 8194 3255 MASSIVE
Sprite ground/sand_1/ground/down.png 8249 3255 MASSIVE
Sprite ground/sand_1/ground/down.png 8304 3255 MASSIVE
Sprite ground/sand_1/ground/down.png 8359 3255 MASSIVE
Sprite ground/sand_1/ground/down.png 8414 3255 MASSIVE
Sprite pipes/blue/ver.png -28 5664 MASSIVE
Sprite pipes/blue/ver.png -28 5714 MASSIVE
Sprite pipes/blue/ver.png -28 5764 MASSIVE
Sprite pipes/blue/ver.png -28 5814 MASSIVE
Sprite pipes/blue/ver.png -28 5864 MASSIVE
Sprite pipes/blue/ver.png -28 5914 MASSIVE
Sprite pipes/blue/ver.png -28 5964 MASSIVE
Sprite pipes/blue/ver.png -28 6014 MASSIVE
Sprite pipes/blue/ver.png -28 6064 MASSIVE
Sprite pipes/blue/ver.png -28 6114 MASSIVE
Sprite pipes/blue/ver.png -28 6164 MASSIVE
Sprite pipes/blue/ver.png -28 6214 MASSIVE
Sprite pipes/blue/ver.png -28 6264 MASSIVE
Sprite pipes/blue/ver.png -28 6314 MASSIVE
Sprite pipes/blue/ver.png 8927 3360 MASSIVE
Sprite ground/sand_1/ground/right_up.png 6217 1870 MASSIVE
Sprite ground/sand_1/ground/right_down.png 6217 1815 MASSIVE
Sprite blocks/stone/1.png 7451 1833 MASSIVE
Sprite blocks/stone/1.png 7451 1877 MASSIVE
Sprite blocks/stone/1.png 7451 1613 MASSIVE
Sprite blocks/stone/1.png 7407 1613 MASSIVE
Sprite blocks/stone/1.png 7495 1613 MASSIVE
Sprite blocks/stone/1.png 7539 1613 MASSIVE
Sprite blocks/stone/1.png 7583 1613 MASSIVE
Sprite blocks/stone/1.png 7627 1613 MASSIVE
Sprite blocks/stone/1.png 7803 1833 MASSIVE
Sprite blocks/stone/1.png 7495 1833 MASSIVE
Sprite blocks/stone/1.png 7539 1833 MASSIVE
Sprite blocks/stone/1.png 7803 2053 MASSIVE
Sprite blocks/stone/1.png 7451 1921 MASSIVE
Sprite blocks/stone/1.png 7407 1921 MASSIVE
Sprite blocks/stone/1.png 7363 1921 MASSIVE
Sprite blocks/stone/1.png 6605 2072 MASSIVE
