### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Wed Oct 25 20:28:41 2006
Levelengine_version 1

version 0.1a

Music land/cave_1.ogg
Background_color_1 164 164 164
Background_color_2 32 32 32


Player 156 413
camera_limits 0 0 9830 -4000
Sprite ground/underground/ground/middle/1.png 5458 46 MASSIVE
Sprite ground/underground/ground/top/1.png 5522 110 MASSIVE
Sprite ground/underground/ground/middle/1.png 5522 46 MASSIVE
Sprite ground/underground/ground/top/1.png 5586 110 MASSIVE
Sprite ground/underground/ground/middle/1.png 5586 46 MASSIVE
Sprite ground/underground/ground/top/1.png 5650 110 MASSIVE
Sprite ground/underground/ground/middle/1.png 5650 46 MASSIVE
Sprite ground/underground/ground/top/1.png 5714 110 MASSIVE
Sprite ground/underground/ground/middle/1.png 5714 46 MASSIVE
Sprite ground/underground/ground/top/1.png 5778 110 MASSIVE
Sprite ground/underground/ground/middle/1.png 5778 46 MASSIVE
Sprite ground/underground/ground/top/1.png 5842 110 MASSIVE
Sprite ground/underground/ground/middle/1.png 5842 46 MASSIVE
Sprite ground/underground/ground/middle/1.png 4926 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 4990 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 5054 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 5118 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 5182 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 5182 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 5246 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 5246 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 5310 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 5310 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 5374 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 5374 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 5182 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 5182 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 5246 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 5246 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 5310 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 5310 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 5374 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 5374 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 510 MASSIVE
Sprite ground/underground/ground/middle/1.png 5502 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 5502 510 MASSIVE
Sprite ground/underground/ground/middle/1.png 5566 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 5566 510 MASSIVE
Sprite ground/underground/ground/middle/1.png 5630 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 5630 510 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 5630 829 MASSIVE
Sprite ground/underground/ground/bottom/1.png 5502 446 MASSIVE
Sprite ground/underground/ground/bottom/1.png 5566 446 MASSIVE
Sprite ground/underground/ground/bottom/1.png 5630 446 MASSIVE
Sprite ground/underground/ground/bottom/1.png 5694 446 MASSIVE
Sprite ground/underground/ground/bottom/1.png 5758 446 MASSIVE
Sprite pipes/green/up.png 6192 225 MASSIVE
Sprite pipes/green/ver.png 6192 175 MASSIVE
Sprite pipes/green/ver.png 6192 125 MASSIVE
Sprite pipes/green/ver.png 6192 75 MASSIVE
Sprite pipes/green/ver.png 6192 25 MASSIVE
Sprite ground/underground/ground/top/right.png 5906 110 MASSIVE
Sprite ground/underground/ground/middle/right.png 5906 46 MASSIVE
Sprite ground/underground/ground/top/left.png 6278 186 MASSIVE
Sprite ground/underground/ground/middle/left.png 6278 122 MASSIVE
Sprite ground/underground/ground/middle/left.png 6278 58 MASSIVE
Sprite ground/underground/ground/top/1.png 6342 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 6342 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6342 58 MASSIVE
Sprite ground/underground/ground/top/1.png 6406 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 6406 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6406 58 MASSIVE
Sprite ground/underground/ground/top/1.png 6470 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 6470 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6470 58 MASSIVE
Sprite ground/underground/ground/top/1.png 6534 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 6534 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6534 58 MASSIVE
Sprite ground/underground/ground/top/1.png 6598 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 6598 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6598 58 MASSIVE
Sprite ground/underground/ground/top/1.png 6662 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 6662 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6662 58 MASSIVE
Sprite ground/underground/ground/top/1.png 6726 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 6726 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6726 58 MASSIVE
Sprite ground/underground/ground/top/1.png 6790 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 6790 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6790 58 MASSIVE
Sprite ground/underground/ground/bottom/right.png 5822 446 MASSIVE
Sprite ground/underground/ground/middle/right.png 5822 894 MASSIVE
Sprite ground/underground/ground/middle/right_bottom.png 5822 958 MASSIVE
Sprite ground/underground/ground/bottom/1.png 5885 959 MASSIVE
Sprite ground/underground/ground/middle/right.png 5822 510 MASSIVE
Sprite ground/underground/ground/middle/1.png 5694 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 5694 510 MASSIVE
Sprite ground/underground/ground/middle/1.png 5758 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 5758 510 MASSIVE
Sprite ground/underground/ground/middle/1.png 5694 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 5758 830 MASSIVE
Sprite ground/underground/ground/middle/right.png 5822 574 MASSIVE
Sprite ground/underground/ground/middle/right.png 5822 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 5630 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 5630 1021 MASSIVE
Sprite ground/underground/ground/middle/1.png 5630 957 MASSIVE
Sprite ground/underground/ground/middle/1.png 5694 958 MASSIVE
Sprite ground/underground/ground/middle/1.png 5694 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 5758 958 MASSIVE
Sprite ground/underground/ground/middle/1.png 5758 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 5694 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 5758 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 5822 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 5822 1150 MASSIVE
Sprite ground/underground/ground/middle/1.png 5822 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 5886 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 5886 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 5950 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 5950 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 5886 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 5950 1151 MASSIVE
Sprite ground/underground/ground/middle/left_top.png 6918 186 MASSIVE
Sprite ground/underground/ground/top/left.png 6918 697 MASSIVE
Sprite ground/underground/ground/top/1.png 6854 186 MASSIVE
Sprite ground/underground/ground/middle/left.png 6918 249 MASSIVE
Sprite ground/underground/ground/middle/left.png 6918 313 MASSIVE
Sprite ground/underground/ground/middle/left.png 6918 377 MASSIVE
Sprite ground/underground/ground/middle/left.png 6918 441 MASSIVE
Sprite ground/underground/ground/middle/left.png 6918 505 MASSIVE
Sprite ground/underground/ground/middle/left.png 6918 569 MASSIVE
Sprite ground/underground/ground/middle/left.png 6918 633 MASSIVE
Sprite ground/underground/ground/bottom/1.png 5949 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6013 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6077 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6141 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6205 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6269 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6333 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6397 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6461 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6525 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6589 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6653 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6717 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6781 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6845 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6909 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 6973 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7037 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7101 959 MASSIVE
Sprite ground/underground/ground/middle/1.png 5630 1085 MASSIVE
Sprite ground/underground/ground/middle/1.png 5630 1213 MASSIVE
Sprite ground/underground/ground/middle/1.png 5630 1149 MASSIVE
Sprite ground/underground/ground/middle/1.png 5694 1150 MASSIVE
Sprite ground/underground/ground/middle/1.png 5694 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 5758 1150 MASSIVE
Sprite ground/underground/ground/middle/1.png 5758 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 5694 1214 MASSIVE
Sprite ground/underground/ground/middle/1.png 5758 1214 MASSIVE
Sprite ground/underground/ground/middle/1.png 5822 1214 MASSIVE
Sprite ground/underground/ground/middle/1.png 5886 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 5950 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 5246 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 5310 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 5374 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 1020 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 956 MASSIVE
Sprite ground/underground/ground/middle/1.png 5502 957 MASSIVE
Sprite ground/underground/ground/middle/1.png 5566 957 MASSIVE
Sprite ground/underground/ground/middle/1.png 5502 1021 MASSIVE
Sprite ground/underground/ground/middle/1.png 5566 1021 MASSIVE
Sprite ground/underground/ground/middle/1.png 5246 958 MASSIVE
Sprite ground/underground/ground/middle/1.png 5246 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 5246 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 5310 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 5310 958 MASSIVE
Sprite ground/underground/ground/middle/1.png 5374 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 5374 958 MASSIVE
Sprite ground/underground/ground/middle/1.png 5310 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 5374 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 5438 1084 MASSIVE
Sprite ground/underground/ground/middle/1.png 5502 1085 MASSIVE
Sprite ground/underground/ground/middle/1.png 5566 1085 MASSIVE
Sprite ground/underground/ground/middle/1.png 6014 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6078 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6142 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6206 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6206 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6206 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6270 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6270 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6334 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6334 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6270 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6334 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6014 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6014 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6014 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6078 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6078 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6142 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6142 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6078 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6142 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6206 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6270 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6334 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6398 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6462 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6526 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6526 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6526 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6590 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6590 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6654 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6654 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6590 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6654 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6398 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6398 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6462 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6462 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6398 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6462 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6526 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6590 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6654 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6718 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6782 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6846 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6846 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6846 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6910 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6910 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6974 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6974 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 6910 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6974 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6718 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6718 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6782 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 6782 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 6718 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6782 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6846 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6910 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6974 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7037 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7101 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7165 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7165 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7165 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7229 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7229 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7293 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7293 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7229 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7293 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7037 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7037 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7101 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7101 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7037 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7101 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7165 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7229 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7293 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 314 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 250 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 250 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 250 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 314 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 314 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 314 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 250 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 314 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 250 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 378 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 378 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 378 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 378 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 378 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 442 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 442 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 442 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 570 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 506 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 506 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 442 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 506 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 442 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 570 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 570 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 570 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 506 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 570 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 506 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 634 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 634 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 634 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 634 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 634 MASSIVE
Sprite ground/underground/ground/middle/1.png 6854 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6854 58 MASSIVE
Sprite ground/underground/ground/middle/1.png 6918 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6918 58 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 6982 58 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 7046 58 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 7110 58 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 7174 58 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 7238 58 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 122 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 58 MASSIVE
Sprite ground/underground/ground/top/1.png 6982 697 MASSIVE
Sprite ground/underground/ground/top/1.png 7046 697 MASSIVE
Sprite ground/underground/ground/top/1.png 7110 697 MASSIVE
Sprite ground/underground/ground/top/1.png 7174 697 MASSIVE
Sprite ground/underground/ground/top/1.png 7238 697 MASSIVE
Sprite ground/underground/ground/top/1.png 7302 697 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7165 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7229 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7293 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7357 959 MASSIVE
Sprite ground/underground/ground/top/right.png 7366 697 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 250 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 186 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 314 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 378 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 506 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 442 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 570 MASSIVE
Sprite ground/underground/ground/middle/1.png 7302 634 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 633 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 249 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 313 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 377 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 441 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 505 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 569 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 57 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 121 MASSIVE
Sprite ground/underground/ground/middle/right.png 7366 185 MASSIVE
Sprite ground/underground/ground/middle/1.png 7357 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7421 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7421 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7421 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7485 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7485 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7549 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7549 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7485 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7549 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7357 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7357 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7357 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7421 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7485 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7549 1215 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7421 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7485 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7549 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7613 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7677 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7741 959 MASSIVE
Sprite ground/underground/ground/middle/1.png 5182 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 5182 957 MASSIVE
Sprite game/box/brown1_1.png 7429 77 MASSIVE
Sprite game/box/brown1_1.png 7471 77 MASSIVE
Sprite game/box/brown1_1.png 7513 77 MASSIVE
Sprite game/box/brown1_1.png 7555 77 MASSIVE
Sprite pipes/green/up.png 7787 243 MASSIVE
Sprite pipes/green/ver.png 7787 193 MASSIVE
Sprite pipes/green/ver.png 7787 143 MASSIVE
Sprite pipes/green/ver.png 7787 93 MASSIVE
Sprite pipes/green/ver.png 7787 43 MASSIVE
Sprite pipes/green/up.png 7964 341 MASSIVE
Sprite pipes/green/ver.png 7964 291 MASSIVE
Sprite pipes/green/ver.png 7964 241 MASSIVE
Sprite pipes/green/ver.png 7964 191 MASSIVE
Sprite pipes/green/ver.png 7964 141 MASSIVE
Sprite pipes/green/ver.png 7964 92 MASSIVE
Sprite pipes/green/ver.png 7964 42 MASSIVE
Sprite ground/underground/ground/top/left.png 8229 444 MASSIVE
Sprite ground/underground/ground/middle/left.png 8229 188 MASSIVE
Sprite ground/underground/ground/middle/left.png 8229 252 MASSIVE
Sprite ground/underground/ground/middle/left.png 8229 380 MASSIVE
Sprite ground/underground/ground/middle/left.png 8229 316 MASSIVE
Sprite ground/underground/ground/middle/1.png 8293 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8293 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8293 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8293 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8293 444 MASSIVE
Sprite ground/underground/ground/middle/left.png 8229 60 MASSIVE
Sprite ground/underground/ground/middle/left.png 8229 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 8293 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8293 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8357 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8357 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8357 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8357 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8357 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8357 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8357 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8421 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8421 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8421 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8421 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8421 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8421 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8421 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8485 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8485 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8485 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8485 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8485 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8485 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8485 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8549 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8549 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8549 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8549 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8549 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8549 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8549 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8613 253 MASSIVE
