### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Wed Oct 25 18:25:19 2006
Levelengine_version 1

version 0.1a

Background_color_1 255 255 255
Background_color_2 50 90 200

Background_image_type_1 1
Background_image_1 game/background/green_junglehills.png 1.000000 1.000000 0.000110
Sprite ground/green_1/ground/middle.png 799 73 PASSIVE
Sprite ground/green_1/ground/middle.png 799 27 PASSIVE
Sprite ground/green_1/ground/middle.png 858 73 PASSIVE
Sprite ground/green_1/ground/middle.png 858 27 PASSIVE
Sprite ground/green_1/ground/middle.png 917 73 PASSIVE
Sprite ground/green_1/ground/middle.png 917 27 PASSIVE
Sprite ground/green_1/ground/middle.png 976 73 PASSIVE
Sprite ground/green_1/ground/middle.png 976 27 PASSIVE
Sprite ground/yoshi_1/extra_1_green.png 191 752 PASSIVE
Sprite ground/green_1/ground/middle.png 278 666 PASSIVE
Sprite ground/green_1/ground/middle.png 278 620 PASSIVE
Sprite ground/green_1/ground/middle.png 278 574 PASSIVE
Sprite ground/green_1/ground/middle.png 278 528 PASSIVE
Sprite ground/green_1/ground/middle.png 219 666 PASSIVE
Sprite ground/green_1/ground/middle.png 219 620 PASSIVE
Sprite ground/green_1/ground/middle.png 219 574 PASSIVE
Sprite ground/green_1/ground/middle.png 219 528 PASSIVE
Sprite ground/green_1/ground/middle.png 160 666 PASSIVE
Sprite ground/green_1/ground/middle.png 160 620 PASSIVE
Sprite ground/green_1/ground/middle.png 160 574 PASSIVE
Sprite ground/green_1/ground/middle.png 160 528 PASSIVE
Sprite ground/green_1/ground/middle.png 337 482 PASSIVE
Sprite ground/green_1/ground/middle.png 337 436 PASSIVE
Sprite ground/green_1/ground/middle.png 337 390 PASSIVE
Sprite ground/green_1/ground/middle.png 337 344 PASSIVE
Sprite ground/green_1/ground/middle.png 278 482 PASSIVE
Sprite ground/green_1/ground/middle.png 278 436 PASSIVE
Sprite ground/green_1/ground/middle.png 278 390 PASSIVE
Sprite ground/green_1/ground/middle.png 278 344 PASSIVE
Sprite ground/green_1/ground/middle.png 219 482 PASSIVE
Sprite ground/green_1/ground/middle.png 219 436 PASSIVE
Sprite ground/green_1/ground/middle.png 219 390 PASSIVE
Sprite ground/green_1/ground/middle.png 219 344 PASSIVE
Sprite ground/green_1/ground/middle.png 160 482 PASSIVE
Sprite ground/green_1/ground/middle.png 160 436 PASSIVE
Sprite ground/green_1/ground/middle.png 160 390 PASSIVE
Sprite ground/green_1/ground/middle.png 160 344 PASSIVE
Sprite ground/green_1/ground/middle.png 337 298 PASSIVE
Sprite ground/green_1/ground/middle.png 337 252 PASSIVE
Sprite ground/green_1/ground/middle.png 337 206 PASSIVE
Sprite ground/green_1/ground/middle.png 337 160 PASSIVE
Sprite ground/green_1/ground/middle.png 278 298 PASSIVE
Sprite ground/green_1/ground/middle.png 278 252 PASSIVE
Sprite ground/green_1/ground/middle.png 278 206 PASSIVE
Sprite ground/green_1/ground/middle.png 278 160 PASSIVE
Sprite ground/green_1/ground/middle.png 219 298 PASSIVE
Sprite ground/green_1/ground/middle.png 219 252 PASSIVE
Sprite ground/green_1/ground/middle.png 219 206 PASSIVE
Sprite ground/green_1/ground/middle.png 219 160 PASSIVE
Sprite ground/green_1/ground/middle.png 160 298 PASSIVE
Sprite ground/green_1/ground/middle.png 160 252 PASSIVE
Sprite ground/green_1/ground/middle.png 160 206 PASSIVE
Sprite ground/green_1/ground/middle.png 160 160 PASSIVE
Sprite ground/green_1/ground/middle.png 337 114 PASSIVE
Sprite ground/green_1/ground/middle.png 337 68 PASSIVE
Sprite ground/green_1/ground/middle.png 337 22 PASSIVE
Sprite ground/green_1/ground/middle.png 337 -24 PASSIVE
Sprite ground/green_1/ground/middle.png 278 114 PASSIVE
Sprite ground/green_1/ground/middle.png 278 68 PASSIVE
Sprite ground/green_1/ground/middle.png 278 22 PASSIVE
Sprite ground/green_1/ground/middle.png 278 -24 PASSIVE
Sprite ground/green_1/ground/middle.png 219 114 PASSIVE
Sprite ground/green_1/ground/middle.png 219 68 PASSIVE
Sprite ground/green_1/ground/middle.png 219 22 PASSIVE
Sprite ground/green_1/ground/middle.png 219 -24 PASSIVE
Sprite ground/green_1/ground/middle.png 160 114 PASSIVE
Sprite ground/green_1/ground/middle.png 160 68 PASSIVE
Sprite ground/green_1/ground/middle.png 160 22 PASSIVE
Sprite ground/green_1/ground/middle.png 160 -24 PASSIVE
Sprite ground/green_1/ground/middle.png 49 1159 PASSIVE
Sprite ground/green_1/ground/middle.png 49 1113 PASSIVE
Sprite ground/green_1/ground/middle.png 49 1067 PASSIVE
Sprite ground/green_1/ground/middle.png 49 1021 PASSIVE
Sprite ground/green_1/ground/middle.png -9 1159 PASSIVE
Sprite ground/green_1/ground/middle.png -9 1113 PASSIVE
Sprite ground/green_1/ground/middle.png -9 1067 PASSIVE
Sprite ground/green_1/ground/middle.png -9 1021 PASSIVE
Sprite ground/green_1/ground/middle.png 49 975 PASSIVE
Sprite ground/green_1/ground/middle.png 49 930 PASSIVE
Sprite ground/green_1/ground/middle.png 49 884 PASSIVE
Sprite ground/green_1/ground/middle.png 49 838 PASSIVE
Sprite ground/green_1/ground/middle.png -9 975 PASSIVE
Sprite ground/green_1/ground/middle.png -9 930 PASSIVE
Sprite ground/green_1/ground/middle.png -9 884 PASSIVE
Sprite ground/green_1/ground/middle.png -9 838 PASSIVE
Sprite ground/green_1/ground/middle.png 49 795 PASSIVE
Sprite ground/green_1/ground/middle.png 49 749 PASSIVE
Sprite ground/green_1/ground/middle.png 49 703 PASSIVE
Sprite ground/green_1/ground/middle.png 49 657 PASSIVE
Sprite ground/green_1/ground/middle.png -9 795 PASSIVE
Sprite ground/green_1/ground/middle.png -9 749 PASSIVE
Sprite ground/green_1/ground/middle.png -9 703 PASSIVE
Sprite ground/green_1/ground/middle.png -9 657 PASSIVE
Sprite ground/green_1/ground/middle.png 49 612 PASSIVE
Sprite ground/green_1/ground/middle.png 49 566 PASSIVE
Sprite ground/green_1/ground/middle.png 49 520 PASSIVE
Sprite ground/green_1/ground/middle.png 49 474 PASSIVE
Sprite ground/green_1/ground/middle.png -9 612 PASSIVE
Sprite ground/green_1/ground/middle.png -9 566 PASSIVE
Sprite ground/green_1/ground/middle.png -9 520 PASSIVE
Sprite ground/green_1/ground/middle.png -9 474 PASSIVE
Sprite ground/green_1/ground/middle.png 49 431 PASSIVE
Sprite ground/green_1/ground/middle.png 49 385 PASSIVE
Sprite ground/green_1/ground/middle.png 49 339 PASSIVE
Sprite ground/green_1/ground/middle.png 49 293 PASSIVE
Sprite ground/green_1/ground/middle.png -9 431 PASSIVE
Sprite ground/green_1/ground/middle.png -9 385 PASSIVE
Sprite ground/green_1/ground/middle.png -9 339 PASSIVE
Sprite ground/green_1/ground/middle.png -9 293 PASSIVE
Sprite ground/green_1/ground/middle.png 49 247 PASSIVE
Sprite ground/green_1/ground/middle.png 49 201 PASSIVE
Sprite ground/green_1/ground/middle.png 49 155 PASSIVE
Sprite ground/green_1/ground/middle.png 49 109 PASSIVE
Sprite ground/green_1/ground/middle.png -9 247 PASSIVE
Sprite ground/green_1/ground/middle.png -9 201 PASSIVE
Sprite ground/green_1/ground/middle.png -9 155 PASSIVE
Sprite ground/green_1/ground/middle.png -9 109 PASSIVE
Sprite ground/green_1/ground/middle.png 49 64 PASSIVE
Sprite ground/green_1/ground/middle.png 49 18 PASSIVE
Sprite ground/green_1/ground/middle.png 49 -28 PASSIVE
Sprite ground/green_1/ground/middle.png 49 -74 PASSIVE
Sprite ground/green_1/ground/middle.png -9 64 PASSIVE
Sprite ground/green_1/ground/middle.png -9 18 PASSIVE
Sprite ground/green_1/ground/middle.png -9 -28 PASSIVE
Sprite ground/green_1/ground/middle.png -9 -74 PASSIVE
Sprite ground/green_1/ground/middle.png 49 1251 PASSIVE
Sprite ground/green_1/ground/middle.png 49 1205 PASSIVE
Sprite ground/green_1/ground/middle.png -9 1251 PASSIVE
Sprite ground/green_1/ground/middle.png -9 1205 PASSIVE
Sprite ground/green_1/ground/middle.png 1088 165 PASSIVE
Sprite ground/green_1/ground/middle.png 1088 119 PASSIVE
Sprite ground/green_1/ground/middle.png 1147 165 PASSIVE
Sprite ground/green_1/ground/middle.png 1147 119 PASSIVE
Sprite ground/green_1/ground/middle.png 1206 165 PASSIVE
Sprite ground/green_1/ground/middle.png 1206 119 PASSIVE
Sprite ground/green_1/ground/middle.png 1088 73 PASSIVE
Sprite ground/green_1/ground/middle.png 1147 73 PASSIVE
Sprite ground/green_1/ground/middle.png 1206 73 PASSIVE
Sprite ground/green_1/ground/middle.png 1088 27 PASSIVE
Sprite ground/green_1/ground/middle.png 1147 27 PASSIVE
Sprite ground/green_1/ground/middle.png 1206 27 PASSIVE
Sprite ground/green_1/ground/middle.png 1565 166 PASSIVE
Sprite ground/green_1/ground/middle.png 1565 120 PASSIVE
Sprite ground/green_1/ground/middle.png 1624 166 PASSIVE
Sprite ground/green_1/ground/middle.png 1624 120 PASSIVE
Sprite ground/green_1/ground/middle.png 1683 166 PASSIVE
Sprite ground/green_1/ground/middle.png 1683 120 PASSIVE
Sprite ground/green_1/ground/middle.png 1565 74 PASSIVE
Sprite ground/green_1/ground/middle.png 1624 74 PASSIVE
Sprite ground/green_1/ground/middle.png 1683 74 PASSIVE
Sprite ground/green_1/ground/middle.png 1565 28 PASSIVE
Sprite ground/green_1/ground/middle.png 1624 28 PASSIVE
Sprite ground/green_1/ground/middle.png 1683 28 PASSIVE
Sprite ground/green_1/ground/middle.png 1796 90 PASSIVE
Sprite ground/green_1/ground/middle.png 1855 90 PASSIVE
Sprite ground/green_1/ground/middle.png 1914 90 PASSIVE
Sprite ground/green_1/ground/middle.png 1796 44 PASSIVE
Sprite ground/green_1/ground/middle.png 1855 44 PASSIVE
Sprite ground/green_1/ground/middle.png 1914 44 PASSIVE
Sprite ground/green_1/ground/middle.png 1973 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2032 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2091 90 PASSIVE
Sprite ground/green_1/ground/middle.png 1973 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2032 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2091 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2150 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2209 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2268 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2150 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2209 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2268 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2327 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2386 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2327 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2386 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2445 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2504 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2563 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2445 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2504 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2563 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2622 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2681 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2622 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2681 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2740 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2799 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2740 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2799 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2858 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2917 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2976 90 PASSIVE
Sprite ground/green_1/ground/middle.png 2858 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2917 44 PASSIVE
Sprite ground/green_1/ground/middle.png 2976 44 PASSIVE
Sprite ground/green_1/ground/middle.png 3303 176 PASSIVE
Sprite ground/green_1/ground/middle.png 3303 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3362 176 PASSIVE
Sprite ground/green_1/ground/middle.png 3362 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3421 176 PASSIVE
Sprite ground/green_1/ground/middle.png 3421 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3303 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3362 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3421 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3303 38 PASSIVE
Sprite ground/green_1/ground/middle.png 3362 38 PASSIVE
Sprite ground/green_1/ground/middle.png 3421 38 PASSIVE
Sprite ground/green_1/ground/middle.png 3534 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3593 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3652 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3534 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3593 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3652 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3711 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3770 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3829 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3711 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3770 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3829 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3534 38 PASSIVE
Sprite ground/green_1/ground/middle.png 3593 38 PASSIVE
Sprite ground/green_1/ground/middle.png 3652 38 PASSIVE
Sprite ground/green_1/ground/middle.png 3711 38 PASSIVE
Sprite ground/green_1/ground/middle.png 3770 38 PASSIVE
Sprite ground/green_1/ground/middle.png 3829 38 PASSIVE
Sprite ground/green_1/kplant_head.png 3788 721 PASSIVE
Sprite ground/green_1/ground/left.png 3888 590 PASSIVE
Sprite ground/green_1/ground/left.png 3888 544 PASSIVE
Sprite ground/green_1/ground/left.png 3888 498 PASSIVE
Sprite ground/green_1/ground/left.png 3888 452 PASSIVE
Sprite ground/green_1/ground/right.png 4415 590 PASSIVE
Sprite ground/green_1/ground/right.png 4415 544 PASSIVE
Sprite ground/green_1/ground/right.png 4415 498 PASSIVE
Sprite ground/green_1/ground/right.png 4415 452 PASSIVE
Sprite ground/green_1/ground/middle.png 3943 590 PASSIVE
Sprite ground/green_1/ground/middle.png 3943 544 PASSIVE
Sprite ground/green_1/ground/middle.png 4297 590 PASSIVE
Sprite ground/green_1/ground/middle.png 4297 544 PASSIVE
Sprite ground/green_1/ground/middle.png 4356 590 PASSIVE
Sprite ground/green_1/ground/middle.png 4356 544 PASSIVE
Sprite ground/green_1/ground/middle.png 3943 498 PASSIVE
Sprite ground/green_1/ground/middle.png 4297 498 PASSIVE
Sprite ground/green_1/ground/middle.png 4356 498 PASSIVE
Sprite ground/green_1/ground/middle.png 3943 452 PASSIVE
Sprite ground/green_1/ground/middle.png 4297 452 PASSIVE
Sprite ground/green_1/ground/middle.png 4356 452 PASSIVE
Sprite ground/green_1/ground/middle.png 4002 590 PASSIVE
Sprite ground/green_1/ground/middle.png 4002 544 PASSIVE
Sprite ground/green_1/ground/middle.png 4002 498 PASSIVE
Sprite ground/green_1/ground/middle.png 4002 452 PASSIVE
Sprite ground/green_1/ground/middle.png 4061 590 PASSIVE
Sprite ground/green_1/ground/middle.png 4061 544 PASSIVE
Sprite ground/green_1/ground/middle.png 4061 498 PASSIVE
Sprite ground/green_1/ground/middle.png 4061 452 PASSIVE
Sprite ground/green_1/ground/middle.png 4120 590 PASSIVE
Sprite ground/green_1/ground/middle.png 4120 544 PASSIVE
Sprite ground/green_1/ground/middle.png 4120 498 PASSIVE
Sprite ground/green_1/ground/middle.png 4120 452 PASSIVE
Sprite ground/green_1/ground/middle.png 4179 590 PASSIVE
Sprite ground/green_1/ground/middle.png 4179 544 PASSIVE
Sprite ground/green_1/ground/middle.png 4179 498 PASSIVE
Sprite ground/green_1/ground/middle.png 4179 452 PASSIVE
Sprite ground/green_1/ground/middle.png 4238 590 PASSIVE
Sprite ground/green_1/ground/middle.png 4238 544 PASSIVE
Sprite ground/green_1/ground/middle.png 4238 498 PASSIVE
Sprite ground/green_1/ground/middle.png 4238 452 PASSIVE
Sprite ground/green_1/ground/left.png 3888 406 PASSIVE
Sprite ground/green_1/ground/left.png 3888 360 PASSIVE
Sprite ground/green_1/ground/left.png 3888 314 PASSIVE
Sprite ground/green_1/ground/right.png 4415 406 PASSIVE
Sprite ground/green_1/ground/right.png 4415 360 PASSIVE
Sprite ground/green_1/ground/right.png 4415 314 PASSIVE
Sprite ground/green_1/ground/middle.png 3943 406 PASSIVE
Sprite ground/green_1/ground/middle.png 4297 406 PASSIVE
Sprite ground/green_1/ground/middle.png 4356 406 PASSIVE
Sprite ground/green_1/ground/middle.png 3943 360 PASSIVE
Sprite ground/green_1/ground/middle.png 4297 360 PASSIVE
Sprite ground/green_1/ground/middle.png 4356 360 PASSIVE
Sprite ground/green_1/ground/middle.png 3943 314 PASSIVE
Sprite ground/green_1/ground/middle.png 4297 314 PASSIVE
Sprite ground/green_1/ground/middle.png 4356 314 PASSIVE
Sprite ground/green_1/ground/middle.png 4002 406 PASSIVE
Sprite ground/green_1/ground/middle.png 4002 360 PASSIVE
Sprite ground/green_1/ground/middle.png 4002 314 PASSIVE
Sprite ground/green_1/ground/middle.png 4061 406 PASSIVE
Sprite ground/green_1/ground/middle.png 4061 360 PASSIVE
Sprite ground/green_1/ground/middle.png 4061 314 PASSIVE
Sprite ground/green_1/ground/middle.png 4120 406 PASSIVE
Sprite ground/green_1/ground/middle.png 4120 360 PASSIVE
Sprite ground/green_1/ground/middle.png 4120 314 PASSIVE
Sprite ground/green_1/ground/middle.png 4179 406 PASSIVE
Sprite ground/green_1/ground/middle.png 4179 360 PASSIVE
Sprite ground/green_1/ground/middle.png 4179 314 PASSIVE
Sprite ground/green_1/ground/middle.png 4238 406 PASSIVE
Sprite ground/green_1/ground/middle.png 4238 360 PASSIVE
Sprite ground/green_1/ground/middle.png 4238 314 PASSIVE
Sprite ground/green_1/ground/left.png 3888 268 PASSIVE
Sprite ground/green_1/ground/left.png 3888 222 PASSIVE
Sprite ground/green_1/ground/right.png 4415 268 PASSIVE
Sprite ground/green_1/ground/right.png 4415 222 PASSIVE
Sprite ground/green_1/ground/middle.png 3943 268 PASSIVE
Sprite ground/green_1/ground/middle.png 4297 268 PASSIVE
Sprite ground/green_1/ground/middle.png 4356 268 PASSIVE
Sprite ground/green_1/ground/middle.png 4297 222 PASSIVE
Sprite ground/green_1/ground/middle.png 4356 222 PASSIVE
Sprite ground/green_1/ground/middle.png 4002 268 PASSIVE
Sprite ground/green_1/ground/middle.png 4061 268 PASSIVE
Sprite ground/green_1/ground/middle.png 4061 222 PASSIVE
Sprite ground/green_1/ground/middle.png 4120 268 PASSIVE
Sprite ground/green_1/ground/middle.png 4120 222 PASSIVE
Sprite ground/green_1/ground/middle.png 4179 268 PASSIVE
Sprite ground/green_1/ground/middle.png 4179 222 PASSIVE
Sprite ground/green_1/ground/middle.png 4238 268 PASSIVE
Sprite ground/green_1/ground/middle.png 4238 222 PASSIVE
Sprite ground/green_1/ground/middle.png 3888 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3947 130 PASSIVE
Sprite ground/green_1/ground/middle.png 4006 130 PASSIVE
Sprite ground/green_1/ground/middle.png 3888 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3947 84 PASSIVE
Sprite ground/green_1/ground/middle.png 4006 84 PASSIVE
Sprite ground/green_1/ground/middle.png 3888 38 PASSIVE
Sprite ground/green_1/ground/middle.png 3947 38 PASSIVE
Sprite ground/green_1/ground/middle.png 4006 38 PASSIVE
Sprite ground/green_1/ground/middle.png 4065 130 PASSIVE
Sprite ground/green_1/ground/middle.png 4065 84 PASSIVE
Sprite ground/green_1/ground/middle.png 4124 130 PASSIVE
Sprite ground/green_1/ground/middle.png 4183 130 PASSIVE
Sprite ground/green_1/ground/middle.png 4242 130 PASSIVE
Sprite ground/green_1/ground/middle.png 4124 84 PASSIVE
Sprite ground/green_1/ground/middle.png 4183 84 PASSIVE
Sprite ground/green_1/ground/middle.png 4242 84 PASSIVE
Sprite ground/green_1/ground/middle.png 4065 38 PASSIVE
Sprite ground/green_1/ground/middle.png 4124 38 PASSIVE
Sprite ground/green_1/ground/middle.png 4183 38 PASSIVE
Sprite ground/green_1/ground/middle.png 4242 38 PASSIVE
Sprite ground/green_1/ground/middle.png 4301 130 PASSIVE
Sprite ground/green_1/ground/middle.png 4301 84 PASSIVE
Sprite ground/green_1/ground/middle.png 4360 130 PASSIVE
Sprite ground/green_1/ground/middle.png 4419 130 PASSIVE
Sprite ground/green_1/ground/middle.png 4478 130 PASSIVE
Sprite ground/green_1/ground/middle.png 4360 84 PASSIVE
Sprite ground/green_1/ground/middle.png 4419 84 PASSIVE
Sprite ground/green_1/ground/middle.png 4478 84 PASSIVE
Sprite ground/green_1/ground/middle.png 4301 38 PASSIVE
Sprite ground/green_1/ground/middle.png 4360 38 PASSIVE
Sprite ground/green_1/ground/middle.png 4419 38 PASSIVE
Sprite ground/green_1/ground/middle.png 4478 38 PASSIVE
Sprite ground/green_2/hedges/big_1.png 4801 426 PASSIVE
Sprite ground/green_1/hedges/big_1.png 1833 295 PASSIVE
Sprite ground/green_2/hedges/small_2.png 3994 669 PASSIVE
Sprite ground/green_1/hedges/small_2.png 1066 227 PASSIVE
Sprite hills/blue_1/1_big.png 2734 337 PASSIVE
Sprite hills/blue_1/1_medium.png 2829 271 PASSIVE
Sprite hills/green_1/head.png 1560 362 PASSIVE
Sprite hills/green_1/middle.png 1559 336 PASSIVE
Sprite hills/blue_1/1_medium.png 461 254 PASSIVE
Sprite hills/light_blue_1/head.png 617 144 PASSIVE
Sprite clouds/default_1/2_big.png 984 659 PASSIVE
Sprite clouds/default_1/2_small.png 612 934 PASSIVE
Sprite clouds/default_1/2_big.png 2687 843 PASSIVE
Sprite clouds/default_1/2_small.png 2875 687 PASSIVE
Sprite clouds/default_1/2_small.png 2204 799 PASSIVE
Sprite ground/green_1/hedges/small_1.png 2411 180 PASSIVE
Sprite ground/green_1/hedges/medium_1.png 768 165 PASSIVE
Sprite clouds/default_1/2_big.png 4301 1022 PASSIVE
Sprite clouds/default_1/2_small.png 3718 901 PASSIVE
Sprite clouds/default_1/2_big.png 3174 710 PASSIVE
Sprite clouds/default_1/2_small.png 3979 1038 PASSIVE
Sprite ground/yoshi_1/extra_1_blue.png 4385 215 PASSIVE
Sprite ground/green_1/ground/middle.png 4646 251 PASSIVE
Sprite ground/green_1/ground/middle.png 4646 205 PASSIVE
Sprite ground/green_1/ground/middle.png 4646 159 PASSIVE
Sprite ground/green_1/ground/middle.png 4646 113 PASSIVE
Sprite ground/green_1/ground/middle.png 4646 67 PASSIVE
Sprite ground/green_1/ground/middle.png 4646 21 PASSIVE
Sprite ground/green_1/ground/middle.png 4705 251 PASSIVE
Sprite ground/green_1/ground/middle.png 4705 205 PASSIVE
Sprite ground/green_1/ground/middle.png 4705 159 PASSIVE
Sprite ground/green_1/ground/middle.png 4705 113 PASSIVE
Sprite ground/green_1/ground/middle.png 4705 67 PASSIVE
Sprite ground/green_1/ground/middle.png 4705 21 PASSIVE
Sprite ground/green_1/ground/middle.png 4763 251 PASSIVE
Sprite ground/green_1/ground/middle.png 4763 205 PASSIVE
Sprite ground/green_1/ground/middle.png 4763 159 PASSIVE
Sprite ground/green_1/ground/middle.png 4763 113 PASSIVE
Sprite ground/green_1/ground/middle.png 4763 67 PASSIVE
Sprite ground/green_1/ground/middle.png 4763 21 PASSIVE
Sprite ground/green_1/ground/middle.png 4822 251 PASSIVE
Sprite ground/green_1/ground/middle.png 4822 205 PASSIVE
Sprite ground/green_1/ground/middle.png 4822 159 PASSIVE
Sprite ground/green_1/ground/middle.png 4822 113 PASSIVE
Sprite ground/green_1/ground/middle.png 4822 67 PASSIVE
Sprite ground/green_1/ground/middle.png 4822 21 PASSIVE
Sprite ground/green_1/ground/middle.png 4880 251 PASSIVE
Sprite ground/green_1/ground/middle.png 4880 205 PASSIVE
Sprite ground/green_1/ground/middle.png 4880 159 PASSIVE
Sprite ground/green_1/ground/middle.png 4880 113 PASSIVE
Sprite ground/green_1/ground/middle.png 4880 67 PASSIVE
Sprite ground/green_1/ground/middle.png 4880 21 PASSIVE
Sprite ground/green_1/ground/middle.png 4939 251 PASSIVE
Sprite ground/green_1/ground/middle.png 4939 205 PASSIVE
Sprite ground/green_1/ground/middle.png 4939 159 PASSIVE
Sprite ground/green_1/ground/middle.png 4939 113 PASSIVE
Sprite ground/green_1/ground/middle.png 4939 67 PASSIVE
Sprite ground/green_1/ground/middle.png 4939 21 PASSIVE
Sprite ground/green_1/ground/middle.png 4997 251 PASSIVE
Sprite ground/green_1/ground/middle.png 4997 205 PASSIVE
Sprite ground/green_1/ground/middle.png 4997 159 PASSIVE
Sprite ground/green_1/ground/middle.png 4997 113 PASSIVE
Sprite ground/green_1/ground/middle.png 4997 67 PASSIVE
Sprite ground/green_1/ground/middle.png 4997 21 PASSIVE
Sprite ground/green_1/ground/middle.png 5056 251 PASSIVE
Sprite ground/green_1/ground/middle.png 5056 205 PASSIVE
Sprite ground/green_1/ground/middle.png 5056 159 PASSIVE
Sprite ground/green_1/ground/middle.png 5056 113 PASSIVE
Sprite ground/green_1/ground/middle.png 5056 67 PASSIVE
Sprite ground/green_1/ground/middle.png 5056 21 PASSIVE
Sprite ground/green_1/ground/middle.png 5114 251 PASSIVE
Sprite ground/green_1/ground/middle.png 5114 205 PASSIVE
Sprite ground/green_1/ground/middle.png 5114 159 PASSIVE
Sprite ground/green_1/ground/middle.png 5114 113 PASSIVE
Sprite ground/green_1/ground/middle.png 5114 67 PASSIVE
Sprite ground/green_1/ground/middle.png 5114 21 PASSIVE
Sprite ground/green_1/ground/middle.png 5364 250 PASSIVE
Sprite ground/green_1/ground/middle.png 5364 204 PASSIVE
Sprite ground/green_1/ground/middle.png 5364 158 PASSIVE
Sprite ground/green_1/ground/middle.png 5364 112 PASSIVE
Sprite ground/green_1/ground/middle.png 5364 66 PASSIVE
Sprite ground/green_1/ground/middle.png 5364 20 PASSIVE
Sprite hills/light_blue_1/head.png 5203 375 PASSIVE
Sprite hills/light_blue_1/middle.png 5202 349 PASSIVE
Sprite hills/light_blue_1/middle.png 5202 224 PASSIVE
Sprite ground/green_1/ground/middle.png 5423 250 PASSIVE
Sprite ground/green_1/ground/middle.png 5423 204 PASSIVE
Sprite ground/green_1/ground/middle.png 5423 158 PASSIVE
Sprite ground/green_1/ground/middle.png 5423 112 PASSIVE
Sprite ground/green_1/ground/middle.png 5423 66 PASSIVE
Sprite ground/green_1/ground/middle.png 5423 20 PASSIVE
Sprite ground/green_1/ground/middle.png 5482 250 PASSIVE
Sprite ground/green_1/ground/middle.png 5482 204 PASSIVE
Sprite ground/green_1/ground/middle.png 5482 158 PASSIVE
Sprite ground/green_1/ground/middle.png 5482 112 PASSIVE
Sprite ground/green_1/ground/middle.png 5482 66 PASSIVE
Sprite ground/green_1/ground/middle.png 5482 20 PASSIVE
Sprite ground/green_1/ground/middle.png 5541 250 PASSIVE
Sprite ground/green_1/ground/middle.png 5541 204 PASSIVE
Sprite ground/green_1/ground/middle.png 5541 158 PASSIVE
Sprite ground/green_1/ground/middle.png 5541 112 PASSIVE
Sprite ground/green_1/ground/middle.png 5541 66 PASSIVE
Sprite ground/green_1/ground/middle.png 5541 20 PASSIVE
