### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Tue Sep 19 07:26:42 2006
Levelengine_version 1


Background_color_1 130 200 230
Background_color_2 210 220 250

Background_image_type_1 1
Background_image_1 game/background/green_junglehills.png 1.000000 1.000000 0.000110
ClimbSprite ground/green_1/kplant.png 5232 852 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 5232 894 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 5232 936 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 5232 978 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 5232 1020 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 5232 1062 HALFMASSIVE
Sprite clouds/default_1/2_big.png 4183 950 HALFMASSIVE
Sprite clouds/default_1/2_big.png 4883 950 HALFMASSIVE
Sprite clouds/default_1/2_big.png 5284 950 HALFMASSIVE
Sprite clouds/default_1/2_big.png 5984 950 HALFMASSIVE
Sprite clouds/default_1/2_big.png 6684 950 HALFMASSIVE
BonusBox 4269 1112 LIFE
GoldBox 2468 646 4 1
GoldBox 2425 646 4 1
Sprite blocks/wood/1.png 7340 51 HALFMASSIVE
Sprite blocks/wood/1.png 7476 51 HALFMASSIVE
Sprite blocks/wood/1.png 7476 8 HALFMASSIVE
Sprite blocks/wood/1.png 7340 8 HALFMASSIVE
Sprite clouds/default_1/2_big.png 5634 950 HALFMASSIVE
Sprite clouds/default_1/2_big.png 6334 950 HALFMASSIVE
